70943;1;4
63964;1;56
43790;1;16
36687;0;32
44626;1;56
53352;1;29
49065;1;11
22200;0;68
65179;1;63
65861;1;7
46870;1;51
44613;0;66
15780;1;35
64698;0;3
71094;1;62
15282;0;8
81620;1;30
49064;1;53
20162;1;53
16880;0;12
13416;1;12
71092;0;39
37719;0;40
63280;0;26
69806;0;0
50879;0;67
13731;1;45
28223;0;37
21268;0;22
22366;1;35
18890;0;31
54730;0;8
47437;0;25
56357;0;40
23226;0;13
75538;1;6
38116;0;68
27332;1;43
61209;0;20
74377;0;33
12866;1;62
6693;1;13
29986;1;47
44867;0;68
77639;1;39
58208;1;54
7243;1;54
21177;1;56
58681;1;2
1846;1;47
62373;0;20
725;0;15
53460;1;29
37901;0;63
50424;1;28
8608;0;43
32686;0;42
18414;0;60
73206;0;52
2248;0;43
37057;0;25
31031;0;40
25648;1;68
51012;1;40
61573;0;18
39154;0;44
77221;0;27
43820;1;18
37896;0;59
17067;1;20
31355;0;48
65136;1;22
39348;1;15
39099;0;40
59507;1;17
311;1;29
55430;1;47
54666;1;63
9171;0;14
49752;1;12
41907;1;66
2422;0;23
18339;1;9
73513;0;31
52959;1;14
68789;0;54
17529;1;28
41575;0;1
12567;1;40
53813;0;18
11515;0;51
9261;0;29
26868;1;0
42177;1;39
49714;0;36
24306;1;7
12234;1;39
72449;1;48
70556;1;46
73119;0;56
21116;1;62
64590;0;0
73045;1;68
14685;1;59
31927;0;32
50100;0;48
16116;1;13
34589;1;32
18056;0;23
33908;1;50
73866;0;12
68842;1;21
65926;1;61
5153;1;18
38183;1;48
78091;0;45
26059;1;9
11286;0;58
30511;0;21
62188;1;38
44351;1;44
46528;0;46
43528;0;24
5130;0;43
70381;1;34
43886;1;19
4591;0;67
52140;1;68
42308;1;19
11642;1;23
61947;1;52
79100;1;69
31840;1;49
55979;0;5
57187;1;5
34017;0;26
26985;0;14
23588;1;40
39419;0;13
72062;0;46
41265;0;62
56877;0;13
39539;0;66
63945;0;32
27811;1;21
20169;0;9
65148;0;33
66018;1;11
73517;0;6
10541;0;67
14438;0;1
25943;0;54
69103;1;54
62312;1;3
70832;1;33
62477;0;43
49299;1;20
10742;1;6
71067;0;37
77126;1;9
4570;0;13
54586;1;41
45540;1;47
66919;0;45
81583;0;44
73309;1;48
52595;0;69
54812;0;57
64083;1;1
20500;1;24
50821;0;9
35120;1;68
56192;0;7
65804;1;47
80674;0;59
64369;1;25
71750;0;58
72261;1;46
10188;1;4
25975;1;2
30325;1;54
76877;1;59
65070;1;15
64364;1;61
8720;0;69
53487;0;51
8533;1;14
27813;1;32
33929;1;50
3183;1;30
59877;1;66
1860;1;28
50913;1;37
35337;1;59
59455;1;15
65814;1;15
72815;0;34
39726;0;0
16380;0;4
5399;1;28
7871;1;37
65806;1;7
67183;1;9
30043;0;40
44175;1;16
10572;1;57
73454;0;58
60679;1;25
39244;1;31
49594;1;35
29341;0;63
57815;0;32
44287;0;64
49457;0;61
7602;1;19
19214;1;21
23927;1;68
11732;1;47
45061;0;42
67770;1;21
8541;0;8
16484;0;51
4208;1;44
32346;0;51
24754;0;66
48226;1;69
10182;0;14
63538;0;6
34926;1;49
19716;0;49
25467;0;21
43471;1;46
23212;0;31
20299;0;13
67945;0;5
28437;0;42
51045;1;31
73571;0;3
57322;0;27
37966;1;12
11032;0;54
22985;1;42
70093;0;33
67696;0;9
40972;1;51
10248;1;52
41078;0;13
81567;0;20
54278;0;17
80689;1;29
71264;0;46
55127;0;5
80492;1;57
42272;0;36
38744;1;27
30247;0;63
28723;1;26
18151;0;41
53842;0;33
60179;1;42
9908;0;60
34690;1;53
10351;1;56
55966;1;0
65120;1;31
80140;1;18
13910;1;27
58754;0;51
29155;0;53
32860;1;25
26053;0;2
32270;0;25
9604;1;11
28841;1;65
22023;1;15
25164;1;68
52177;0;68
33640;1;20
9965;0;50
70254;1;9
20207;1;27
80238;1;13
33073;0;47
14745;1;61
20597;1;50
12103;1;18
33368;0;45
75539;0;60
14679;0;10
66243;1;63
70760;0;12
31412;0;0
3265;1;61
53176;1;34
70513;0;30
70850;1;42
65573;1;1
66549;1;34
13370;1;47
79372;1;53
56695;1;51
71600;0;29
61662;1;52
73136;1;66
47889;1;35
61623;1;33
69446;0;22
48269;1;49
29361;1;57
18642;0;12
67880;0;19
74252;0;9
46253;0;39
49498;1;32
1511;1;25
8859;0;39
6188;1;58
28386;1;64
15733;0;65
61824;1;21
61374;1;59
66970;0;30
47796;1;66
42324;0;14
31063;1;52
22939;0;68
10008;0;10
39733;1;36
57051;0;21
5388;0;13
77365;0;21
6529;1;14
70371;1;61
68149;1;12
5344;0;4
49580;0;67
75692;0;22
72554;0;15
51267;0;59
46162;0;47
23468;1;50
31130;1;52
65601;0;24
72159;1;15
36427;0;16
63573;1;26
26343;1;67
14048;0;40
80567;0;7
49272;0;42
51665;0;53
48753;0;28
45391;1;18
33388;1;39
15794;1;4
50326;0;13
73545;0;35
65765;0;13
54952;1;68
58451;1;35
29334;1;35
74813;1;64
47761;0;38
63481;0;14
51632;1;37
10142;0;28
49117;0;5
9335;1;41
81821;0;12
12338;0;68
21004;1;56
66737;0;64
73374;1;7
21664;0;45
10417;0;53
46801;1;54
27622;0;57
72277;0;10
35131;0;58
10521;1;53
15008;0;5
79624;1;48
31778;0;5
26434;0;22
12855;0;29
65802;0;18
24707;0;19
21352;1;32
43016;0;29
32795;0;42
52775;1;66
70711;1;13
52277;1;1
15382;0;32
30203;0;7
34286;1;9
77006;0;51
53391;1;20
73326;1;34
51983;0;8
75522;0;27
5801;0;32
64780;1;53
21673;1;33
74135;1;61
78011;0;36
58245;1;29
63218;1;21
6089;0;59
26615;1;31
33024;1;54
72409;1;31
24632;1;4
50220;0;36
3105;1;7
79423;0;66
26817;0;43
65830;0;7
76886;0;67
24664;1;69
26681;1;45
77799;0;65
26200;0;19
76033;1;37
19058;0;44
13156;1;43
71973;0;64
64558;0;53
63824;1;48
26367;1;19
24410;0;36
30179;0;42
67704;1;32
45541;1;13
7428;0;53
14659;0;41
80796;1;44
49862;1;32
3753;0;8
14619;0;61
10367;0;22
24570;1;35
28479;1;51
6317;1;10
16007;1;20
61951;1;48
51495;1;65
5373;0;57
32274;1;17
19817;0;7
63087;0;48
68178;1;30
30679;0;65
10864;0;43
40865;0;16
11216;1;33
19524;1;25
18901;0;32
5168;0;19
27923;1;51
80253;0;2
62952;0;34
80003;0;59
80842;0;18
36657;1;48
79846;1;10
19117;1;11
76559;0;35
59586;0;16
28104;1;40
38848;1;8
52687;1;14
72486;0;49
1759;1;67
24438;0;16
28171;0;39
16154;0;14
46825;1;61
26745;0;52
69712;0;68
4773;0;60
23930;0;55
81487;1;48
36482;0;31
40618;0;56
24700;0;27
75062;0;31
80843;1;9
33381;0;38
70651;0;13
73902;1;53
29531;0;55
13933;0;15
64856;1;0
28786;1;8
6410;1;44
61160;1;21
34228;1;1
75629;1;42
74156;0;19
44678;0;51
3195;1;37
19040;1;37
32027;0;67
1077;0;44
72870;0;41
42685;1;8
47560;1;8
7775;1;35
35185;1;60
57088;0;57
52628;1;22
77997;0;21
64583;1;27
42628;0;50
26046;0;37
21442;1;6
67075;0;14
9230;0;69
37569;1;11
71660;0;20
73628;1;68
63295;1;32
49583;0;62
34421;1;35
65549;0;31
22889;1;4
77340;1;55
17924;1;59
76181;0;15
35555;1;68
3156;1;58
48662;0;24
63390;1;68
36874;0;36
52369;1;10
42299;0;35
63565;1;18
25173;0;25
18278;1;61
69865;1;42
9402;0;31
79824;1;40
63336;1;35
25063;1;43
874;0;12
6085;0;47
63728;0;46
45713;0;13
38715;1;24
48025;1;32
13849;0;27
64310;1;50
52953;1;15
39998;0;44
44535;0;55
37149;0;17
44127;0;20
71267;0;20
63502;0;58
12877;0;44
35491;1;30
47932;1;18
26078;0;9
11414;0;62
36061;0;19
69368;0;55
10098;1;60
72209;0;60
65228;0;21
79661;0;27
51890;1;18
24968;1;14
52080;1;42
72753;1;59
76619;0;68
13354;0;53
1821;1;17
75471;0;25
26753;1;58
32225;0;27
24139;1;13
11764;0;22
15427;0;1
71204;1;10
56781;0;52
78479;0;50
28088;1;31
47266;0;29
48298;1;53
194;1;58
68290;0;7
16054;0;14
29585;0;29
70068;0;49
32034;0;67
59365;1;5
75067;1;42
80037;0;10
64895;0;47
48540;1;12
58950;1;32
39036;1;55
14881;1;44
7389;1;4
77124;0;59
81844;0;47
9964;1;5
48161;1;52
77231;1;61
48521;1;28
15308;0;46
39214;1;22
42980;0;9
64665;0;56
17537;0;2
31748;0;40
32919;1;31
54376;1;42
2474;1;42
72888;0;11
50755;1;17
48504;1;18
20642;1;25
38399;1;63
52222;1;15
70546;1;25
81111;1;61
59871;0;6
7182;1;69
70757;1;6
36790;0;48
40842;0;58
19059;1;6
75770;0;18
2434;0;40
74890;0;3
40530;1;52
59210;1;61
723;0;6
67961;1;65
17243;1;21
75975;0;24
80919;0;53
31201;0;36
259;1;59
79000;1;21
58766;1;60
27907;1;41
54608;1;25
26956;1;24
5724;0;9
35121;0;45
17310;0;61
9527;0;22
33697;1;31
26910;0;33
17894;1;13
35008;0;24
69167;1;59
64995;0;55
32100;0;44
33161;0;25
48267;0;3
81793;0;37
61110;0;18
8658;1;12
21329;0;13
74493;0;29
14859;0;12
28340;1;67
5675;0;44
72690;1;38
60214;1;31
47994;1;46
61239;0;18
81165;0;28
22364;0;54
41923;0;12
33982;0;36
1866;0;13
32143;0;19
51187;1;47
43458;1;65
5479;1;34
78610;0;67
53455;0;0
31987;1;35
15489;1;39
53067;1;26
64190;0;3
31520;1;39
4974;1;28
66424;1;27
62423;0;50
66597;0;23
73759;1;19
39909;0;54
77939;0;54
54086;0;54
66202;0;41
68726;0;10
48193;0;39
27433;0;16
55390;0;32
44374;1;47
46251;1;60
38573;1;12
28998;0;30
25060;1;18
11076;0;4
80282;1;53
23420;1;29
18161;0;0
79918;1;48
53241;1;24
60332;1;37
16827;0;23
5589;0;3
9596;0;68
18203;1;14
77320;1;7
58545;1;50
59541;1;3
454;0;12
39335;1;42
50036;0;65
2632;0;2
63600;1;48
10837;0;22
63504;0;45
36017;1;0
67257;1;59
17939;0;49
23371;1;61
57547;0;52
35621;0;10
47524;0;38
76863;1;68
41945;1;59
72510;1;10
40568;0;8
5893;0;30
43972;1;52
67159;0;32
69402;0;33
43962;1;15
63199;1;62
46920;1;64
10372;0;64
69649;1;21
32195;1;68
41035;1;20
54164;0;39
74642;0;51
53240;1;21
44667;0;19
44312;0;53
51291;1;58
17171;1;14
40308;1;30
72288;0;43
27343;1;4
37100;0;56
28750;0;24
41701;1;24
26541;1;39
33176;1;61
32630;1;1
13138;1;22
47767;1;35
79994;1;3
77646;0;23
55045;1;8
67297;1;21
71308;0;59
27023;1;3
43251;0;65
59146;1;28
38043;0;5
48;0;18
55299;1;36
22484;0;60
2507;0;15
32815;0;64
66166;0;4
54123;1;58
38012;1;6
27933;1;42
74536;1;10
12659;0;56
75606;0;68
44100;0;36
36126;0;2
78325;1;9
4412;0;49
41191;1;3
63179;0;20
38026;1;66
9194;1;32
35559;0;24
48277;1;32
36086;0;40
27381;0;15
38709;1;38
73867;1;63
68820;0;40
59274;1;68
38285;1;34
52464;0;45
23615;0;30
26887;1;62
3584;0;34
68945;0;49
41378;0;32
7439;1;48
43351;1;4
5516;0;28
79130;0;48
59346;0;26
24299;1;54
38704;1;63
33517;1;16
68636;0;12
58417;1;53
5181;0;47
32580;0;9
66877;0;35
47270;1;27
59755;1;43
17388;1;28
28704;1;8
53752;1;1
73530;0;31
42540;1;58
59054;0;2
77542;1;66
50685;1;7
54798;0;43
42952;0;42
77577;1;45
9610;1;9
5966;1;46
53356;0;6
29204;1;56
10921;1;51
79356;1;9
45024;1;68
22683;1;44
11253;1;57
4452;0;53
66723;0;55
60529;1;34
48072;0;50
76405;1;18
1957;1;14
63314;1;18
24739;0;14
74337;1;23
67931;0;2
54547;0;9
70029;0;35
47442;0;21
60081;0;50
27220;1;53
63549;1;2
59235;1;55
24339;0;15
10598;0;54
39236;1;9
50117;0;55
63432;1;21
43193;1;54
6983;1;50
2634;1;31
25860;0;36
37496;1;20
18902;0;67
29877;0;14
1774;0;27
30773;1;12
17602;0;52
53092;0;22
63165;1;49
80535;1;38
5781;1;56
61864;0;8
57647;0;11
30709;0;33
56227;0;41
50065;0;53
326;0;60
53988;1;40
81579;0;21
4062;1;42
22101;1;37
13461;0;22
57345;0;29
19917;1;39
45505;0;48
17468;1;11
57635;0;25
78197;1;68
79369;1;1
38019;1;11
20389;1;35
50671;1;1
82014;1;0
30392;0;0
79466;1;44
50940;1;36
70218;0;14
764;0;23
75838;0;26
13344;1;3
76609;0;51
21621;1;63
32605;0;66
38501;1;15
9709;1;24
19071;0;63
65973;0;3
40030;0;9
18801;0;69
47984;1;11
6912;1;48
9215;0;65
80130;1;44
16424;0;44
41954;1;69
40466;1;21
53283;0;31
55464;1;54
39849;0;3
37740;1;60
31925;0;18
30268;0;35
56727;0;26
37311;0;41
69028;1;9
18015;1;22
9295;1;23
56127;1;59
29972;1;64
67460;0;50
36096;0;30
59048;1;26
55845;0;5
55242;1;32
24732;1;65
9698;0;28
6344;1;30
9168;1;9
20848;0;29
31757;1;28
19421;0;37
5639;0;64
75065;1;54
47988;1;28
32219;1;28
6634;0;62
70853;1;8
79152;0;7
9786;1;4
56941;1;53
6261;1;64
76100;0;20
42055;1;13
43069;0;21
54474;1;40
59787;1;9
61654;1;42
26768;0;19
6112;0;66
52916;1;29
8973;0;30
81058;0;54
64185;0;17
54841;0;42
43330;1;48
77043;0;15
22146;1;9
53528;0;18
57169;0;15
76064;1;50
6407;0;38
68592;1;35
66417;0;64
61840;0;47
66727;1;45
41904;0;34
27807;1;14
50883;1;23
19433;1;39
41652;1;42
37392;0;8
79619;0;50
52424;1;14
46342;0;61
51635;1;36
7437;1;33
58067;0;46
72853;0;66
45762;0;54
6696;1;26
47944;0;9
54213;1;11
41344;0;21
74376;0;25
1780;0;56
61757;0;5
31463;1;3
76965;0;14
14622;1;29
68666;1;35
40821;0;21
37777;1;41
72143;0;6
63779;0;48
2405;0;59
48726;1;9
2467;0;54
67199;1;17
53792;1;50
73575;0;22
51172;1;13
15647;1;4
23323;0;15
77998;1;66
49475;1;49
81224;1;32
74616;1;38
66481;1;41
51206;1;59
6846;1;68
7572;1;58
39665;0;26
45580;0;18
25048;1;59
10419;1;55
50166;0;30
75669;1;50
13786;0;24
70063;0;34
19196;1;55
39524;1;0
61084;1;6
52206;1;40
57259;0;25
18555;1;1
59099;0;32
6358;1;67
44465;0;16
22038;0;56
61603;1;19
48691;0;20
50373;0;41
69572;0;57
57642;0;6
50236;1;57
68063;1;57
70178;1;69
22011;1;69
8975;0;62
691;1;48
37327;0;61
7798;1;36
49349;0;14
74451;1;26
58437;0;50
82032;1;30
50327;1;56
66308;1;37
10571;1;45
60609;1;47
26766;1;33
43769;1;52
50745;0;47
7632;0;35
54136;0;17
53595;0;19
57846;1;37
57550;1;3
18948;0;0
1217;1;47
50617;0;58
51071;1;68
33394;0;42
4017;0;22
71652;1;12
181;1;49
13022;0;9
77139;0;25
25627;1;20
67895;1;53
6350;0;37
22882;0;69
8887;1;61
71719;1;5
13877;0;52
13954;1;64
23677;0;32
12304;0;35
80615;1;13
77164;0;39
63645;0;23
77582;0;1
13287;1;57
44209;0;12
80552;0;6
73989;0;29
5851;1;36
76279;0;5
7143;0;47
30677;0;13
54363;0;15
21059;1;53
21071;1;27
13377;1;43
17284;1;32
54240;0;69
81116;0;25
74336;1;34
50618;1;41
81280;0;54
38717;0;42
58504;0;15
